"","date","day","time","type","block_number","street1","street2","lat","long","wday","severity","area"
"896",2015-12-07,"Monday",8.88333333333333,"THEFT MISD. (UNDER $950)","2700","DERBY ST",NA,37.862118,-122.25338,"weekday","2","E"
"897",2016-01-29,"Friday",14,"THEFT MISD. (UNDER $950)","811","UNIVERSITY AVENUE OVERPASS",NA,37.867959,-122.298162,"weekday","2","W"
"898",2015-12-10,"Thursday",15,"THEFT FROM PERSON","2900","BENVENUE AVE",NA,37.858156,-122.254397,"weekday","3","E"
"899",2016-05-17,"Tuesday",9.25,"THEFT MISD. (UNDER $950)","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekday","2","E"
"900",2016-01-18,"Monday",13.5333333333333,"ASSAULT/BATTERY MISD.","2900","SACRAMENTO ST",NA,37.8549,-122.27945,"weekday","4","S"
"901",2016-04-21,"Thursday",20.55,"BURGLARY COMMERCIAL","600","CEDAR ST",NA,37.873089,-122.304616,"weekday","2","W"
"902",2015-12-12,"Saturday",7.68333333333333,"DISTURBANCE","700","VIRGINIA ST",NA,37.871666,-122.302314,"weekend","1","W"
"903",2016-02-26,"Friday",17,"SEXUAL ASSAULT FEL.","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","5","E"
"904",2015-12-23,"Wednesday",17,"THEFT MISD. (UNDER $950)","2300","BLAKE ST",NA,37.863646,-122.262822,"weekday","2","E"
"905",2016-03-22,"Tuesday",8.33333333333333,"DISTURBANCE","1700","HOPKINS ST",NA,37.882943,-122.279383,"weekday","1","N"
"906",2016-04-06,"Wednesday",19.9166666666667,"BURGLARY AUTO","1200","BURNETT ST",NA,37.853008,-122.286877,"weekday","3","S"
"907",2016-03-20,"Sunday",18.6166666666667,"ALCOHOL OFFENSE",NA,"COLLEGE AVENUE","RUSSELL ST",37.858483,-122.253191,"weekend","1","E"
"908",2015-12-08,"Tuesday",9.93333333333333,"VANDALISM","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekday","3","E"
"909",2016-02-03,"Wednesday",18.5,"BURGLARY AUTO","2000","CENTER ST",NA,37.869973,-122.270557,"weekday","3","E"
"910",2016-04-02,"Saturday",2,"NARCOTICS",NA,"ADELINE STREET","ESSEX ST",37.853445,-122.269611,"weekend","2","S"
"911",2015-12-28,"Monday",21.5,"BURGLARY AUTO","2600","DURANT AVE",NA,37.868164,-122.256314,"weekday","3","E"
"912",2016-03-08,"Tuesday",16.9333333333333,"DISTURBANCE",NA,"CEDAR STREET","SECOND ST",37.873194,-122.30407,"weekday","1","W"
"913",2016-01-27,"Wednesday",13.75,"THEFT MISD. (UNDER $950)","2000","ADDISON ST",NA,37.870867,-122.270635,"weekday","2","E"
"914",2016-01-02,"Saturday",11,"BURGLARY AUTO","2300","BLAKE ST",NA,37.863646,-122.262822,"weekend","3","E"
"915",2015-12-14,"Monday",17,"VEHICLE STOLEN",NA,"CHANNING WAY","BONAR ST",37.863378,-122.286204,"weekday","4","W"
"916",2015-12-31,"Thursday",22.5,"THEFT MISD. (UNDER $950)","700","KEELER AVE",NA,37.899211,-122.264973,"weekday","2","N"
"917",2015-12-01,"Tuesday",21.5,"BURGLARY AUTO","2500","BANCROFT WAY",NA,37.868722,-122.259123,"weekday","3","E"
"918",2016-01-04,"Monday",12,"IDENTITY THEFT","300","PANORAMIC WAY",NA,37.869926,-122.246398,"weekday","1","E"
"919",2016-04-25,"Monday",12.7333333333333,"THEFT MISD. (UNDER $950)","2000","OREGON ST",NA,37.857409,-122.268473,"weekday","2","S"
"920",2016-05-04,"Wednesday",16.75,"THEFT FELONY (OVER $950)","1000","GRAYSON ST",NA,37.855748,-122.290281,"weekday","5","W"
"921",2016-04-30,"Saturday",22.0333333333333,"IDENTITY THEFT","1800","SHATTUCK AVE",NA,37.874441,-122.268717,"weekend","1","E"
"922",2016-03-13,"Sunday",15,"VEHICLE STOLEN","600","WOODMONT AVE",NA,37.902056,-122.265288,"weekend","4","N"
"923",2015-12-25,"Friday",6.5,"THEFT FROM AUTO","100","POPLAR ST",NA,37.897434,-122.266779,"weekday","4","N"
"924",2016-04-08,"Friday",13.1166666666667,"ASSAULT/BATTERY MISD.","2700","TELEGRAPH AVE",NA,37.861387,-122.259001,"weekday","4","E"
"925",2016-01-15,"Friday",18.5,"THEFT MISD. (UNDER $950)","1900","UNIVERSITY AVE",NA,37.871544,-122.272714,"weekday","2","S"
"926",2016-05-06,"Friday",13,"VANDALISM","3000","KING ST",NA,37.853715,-122.274214,"weekday","3","S"
"927",2015-12-01,"Tuesday",1.88333333333333,"NARCOTICS","1900","SHATTUCK AVE",NA,37.873687,-122.268616,"weekday","2","E"
"928",2016-01-25,"Monday",14.8333333333333,"VANDALISM",NA,"SAN PABLO AVENUE","HEARST AVE",37.870417,-122.292485,"weekday","3","W"
"929",2015-12-08,"Tuesday",4,"BURGLARY AUTO","1800","ACTON ST",NA,37.872564,-122.284605,"weekday","3","W"
"930",2016-04-17,"Sunday",1.7,"ROBBERY",NA,"DANA STREET","BLAKE ST",37.863963,-122.260546,"weekend","4","E"
"931",2016-02-01,"Monday",15.3333333333333,"THEFT MISD. (UNDER $950)","1500","BERKELEY WAY",NA,37.871311,-122.281978,"weekday","2","W"
"932",2016-04-14,"Thursday",6.5,"BURGLARY RESIDENTIAL","1800","HOPKINS ST",NA,37.88427,-122.276737,"weekday","4","N"
"933",2016-02-19,"Friday",16.2166666666667,"ASSAULT/BATTERY MISD.",NA,"ADDISON STREET","SHATTUCK AVE",37.871167,-122.268285,"weekday","4","E"
"934",2015-12-15,"Tuesday",15.6666666666667,"THEFT MISD. (UNDER $950)","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","2","E"
"935",2015-12-20,"Sunday",17,"THEFT FELONY (OVER $950)","2000","CHANNING WAY",NA,37.865501,-122.269774,"weekend","5","S"
"936",2016-03-27,"Sunday",16,"DISTURBANCE","2400","STUART ST",NA,37.859539,-122.259172,"weekend","1","E"
"937",2015-12-16,"Wednesday",14.3333333333333,"THEFT MISD. (UNDER $950)","900","HEINZ AVE",NA,37.853552,-122.291561,"weekday","2","W"
"938",2016-03-20,"Sunday",21,"BURGLARY AUTO","3100","ETON AVE",NA,37.854012,-122.251243,"weekend","3","E"
"939",2015-12-09,"Wednesday",21,"VANDALISM","700","ALLSTON WAY",NA,37.864703,-122.299654,"weekday","3","W"
"940",2016-03-25,"Friday",9,"THEFT MISD. (UNDER $950)","3000","SACRAMENTO ST",NA,37.853275,-122.279078,"weekday","2","S"
"941",2016-02-25,"Thursday",23,"BURGLARY AUTO","682","ALVARADO RD",NA,37.858824,-122.238907,"weekday","3","E"
"942",2016-05-19,"Thursday",2.33333333333333,"THEFT MISD. (UNDER $950)","2400","WARRING ST",NA,37.867708,-122.250801,"weekday","2","E"
"943",2016-03-11,"Friday",19,"BURGLARY AUTO","1500","ASHBY AVE",NA,37.853316,-122.278738,"weekday","3","S"
"944",2016-05-16,"Monday",8.5,"THEFT FELONY (OVER $950)","1900","ALLSTON WAY",NA,37.868785,-122.272701,"weekday","5","S"
"945",2016-04-30,"Saturday",2.88333333333333,"NARCOTICS",NA,"SHATTUCK AVENUE","ALLSTON WAY",37.86939,-122.267883,"weekend","2","E"
"946",2016-05-05,"Thursday",16.75,"THEFT FELONY (OVER $950)","1900","CENTER ST",NA,37.869685,-122.272804,"weekday","5","S"
"947",2016-03-18,"Friday",14.5,"BURGLARY AUTO","400","GILMAN ST",NA,37.877715,-122.309618,"weekday","3","W"
"948",2016-05-01,"Sunday",1.38333333333333,"NARCOTICS",NA,"WOOLSEY STREET","SACRAMENTO ST",37.85062,-122.278313,"weekend","2","S"
"949",2016-03-07,"Monday",2.5,"BURGLARY RESIDENTIAL","2500","HILLEGASS AVE",NA,37.865149,-122.256487,"weekday","4","E"
"950",2015-12-17,"Thursday",21.45,"ROBBERY","1600","WARD ST",NA,37.858132,-122.277595,"weekday","4","S"
"951",2016-05-22,"Sunday",7,"THEFT MISD. (UNDER $950)","1500","EDITH ST",NA,37.878986,-122.277231,"weekend","2","N"
"952",2016-02-10,"Wednesday",16,"ASSAULT/BATTERY FEL.","2400","DURANT AVE",NA,37.867513,-122.26127,"weekday","5","E"
"953",2016-04-02,"Saturday",2.51666666666667,"ASSAULT/BATTERY MISD.","2400","BOWDITCH ST",NA,37.867209,-122.256554,"weekend","4","E"
"954",2016-01-04,"Monday",21,"BURGLARY AUTO","200","MARINA BLVD",NA,37.868667,-122.313656,"weekday","3","W"
"955",2016-01-10,"Sunday",9.33333333333333,"DISTURBANCE","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekend","1","E"
"956",2016-05-10,"Tuesday",11,"THEFT FROM AUTO","2600","HASTE ST",NA,37.866311,-122.256361,"weekday","4","E"
"957",2016-05-03,"Tuesday",13.5,"BURGLARY AUTO","800","UNIVERSITY AVE",NA,37.867724,-122.298401,"weekday","3","W"
"958",2016-04-16,"Saturday",15,"IDENTITY THEFT","2400","TELEGRAPH AVE",NA,37.866761,-122.258779,"weekend","1","E"
"959",2016-04-23,"Saturday",11.2166666666667,"THEFT MISD. (UNDER $950)","2000","OREGON ST",NA,37.857409,-122.268473,"weekend","2","S"
"960",2016-05-10,"Tuesday",13,"THEFT MISD. (UNDER $950)","2300","TELEGRAPH AVE",NA,37.868714,-122.259189,"weekday","2","E"
"961",2015-12-12,"Saturday",17,"THEFT MISD. (UNDER $950)","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekend","2","E"
"962",2016-04-26,"Tuesday",9.78333333333333,"DISTURBANCE","2500","TELEGRAPH AVE",NA,37.865002,-122.258751,"weekday","1","E"
"963",2016-05-13,"Friday",12.5,"THEFT MISD. (UNDER $950)","1700","STUART ST",NA,37.857495,-122.275256,"weekday","2","S"
"964",2016-04-23,"Saturday",2,"THEFT MISD. (UNDER $950)","2900","CLAREMONT AVE",NA,37.858993,-122.244574,"weekend","2","E"
"965",2016-03-25,"Friday",14.75,"IDENTITY THEFT","900","CRAGMONT AVE",NA,37.893829,-122.266249,"weekday","1","N"
"966",2016-03-20,"Sunday",21.3333333333333,"ROBBERY","3000","SHATTUCK AVE",NA,37.855026,-122.266475,"weekend","4","S"
"967",2016-04-24,"Sunday",0.316666666666667,"ROBBERY","1300","SAN PABLO AVE",NA,37.880262,-122.295809,"weekend","4","W"
"968",2016-03-17,"Thursday",20.9833333333333,"THEFT MISD. (UNDER $950)","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","2","E"
"969",2016-01-27,"Wednesday",2.06666666666667,"DISTURBANCE","1600","RUSSELL ST",NA,37.85525,-122.277126,"weekday","1","S"
"970",2016-02-11,"Thursday",17.75,"VEHICLE STOLEN","2800","TELEGRAPH AVE",NA,37.859309,-122.259291,"weekday","4","E"
"971",2016-02-19,"Friday",4.5,"THEFT FROM AUTO","600","SPRUCE ST",NA,37.89961,-122.271107,"weekday","4","N"
"972",2016-03-28,"Monday",1,"THEFT MISD. (UNDER $950)","1100","ADDISON ST",NA,37.868161,-122.291751,"weekday","2","W"
"973",2016-01-26,"Tuesday",8.75,"BURGLARY RESIDENTIAL","2800","TELEGRAPH AVE",NA,37.859309,-122.259291,"weekday","4","E"
"974",2016-04-25,"Monday",11.5,"BURGLARY AUTO","1300","SAN PABLO AVE",NA,37.880262,-122.295809,"weekday","3","W"
"975",2015-12-15,"Tuesday",18.1666666666667,"IDENTITY THEFT","2600","FULTON ST",NA,37.862334,-122.264828,"weekday","1","S"
"976",2016-05-06,"Friday",15.1333333333333,"NARCOTICS","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","2","E"
"977",2015-12-10,"Thursday",9.75,"IDENTITY THEFT","1100","HIGH CT",NA,37.888702,-122.26371,"weekday","1","N"
"978",2016-03-27,"Sunday",18.4666666666667,"NARCOTICS",NA,"SECOND STREET","HARRISON ST",37.88024,-122.306387,"weekend","2","W"
"979",2016-03-16,"Wednesday",21.1666666666667,"THEFT MISD. (UNDER $950)","2400","WOOLSEY ST",NA,37.853218,-122.258076,"weekday","2","S"
"980",2016-02-04,"Thursday",1.6,"BURGLARY RESIDENTIAL","1800","TENTH ST",NA,37.871388,-122.294104,"weekday","4","W"
"981",2015-12-20,"Sunday",14.3333333333333,"BURGLARY AUTO","1100","UNIVERSITY AVE",NA,37.869151,-122.291342,"weekend","3","W"
"982",2016-04-20,"Wednesday",2.36666666666667,"GUN/WEAPON","2800","FULTON ST",NA,37.858759,-122.264112,"weekday","3","S"
"983",2016-05-12,"Thursday",13.95,"ASSAULT/BATTERY MISD.","2000","DURANT AVE",NA,37.866426,-122.269762,"weekday","4","S"
"984",2016-02-28,"Sunday",10.2,"BURGLARY AUTO","2100","ADDISON ST",NA,37.871323,-122.267222,"weekend","3","E"
"985",2015-12-06,"Sunday",13.5,"THEFT MISD. (UNDER $950)","1300","TENTH ST",NA,37.879996,-122.296893,"weekend","2","W"
"986",2016-05-20,"Friday",19.6,"THEFT MISD. (UNDER $950)","2000","OREGON ST",NA,37.857409,-122.268473,"weekday","2","S"
"987",2016-02-11,"Thursday",3.65,"NARCOTICS",NA,"SAN PABLO AVENUE","PARDEE ST",37.857186,-122.28836,"weekday","2","W"
"988",2016-01-17,"Sunday",10,"VEHICLE STOLEN","1400","HOLLY ST",NA,37.879259,-122.281862,"weekend","4","W"
"989",2016-01-09,"Saturday",16.25,"THEFT MISD. (UNDER $950)","2200","SHATTUCK AVE",NA,37.869363,-122.268028,"weekend","2","E"
"990",2015-12-21,"Monday",12,"FRAUD/FORGERY","1400","MILVIA ST",NA,37.881191,-122.271769,"weekday","1","N"
"991",2016-03-24,"Thursday",17.8833333333333,"NARCOTICS","2100","HASTE ST",NA,37.864908,-122.267289,"weekday","2","S"
"992",2016-04-02,"Saturday",10.85,"DISTURBANCE","1300","DELAWARE ST",NA,37.872525,-122.286625,"weekend","1","W"
"993",2016-01-15,"Friday",17,"BURGLARY AUTO","1300","DWIGHT WAY",NA,37.861627,-122.285466,"weekday","3","W"
"994",2016-01-06,"Wednesday",15.3333333333333,"IDENTITY THEFT","1400","ACROFT CT",NA,37.86604,-122.2836,"weekday","1","W"
"995",2015-12-31,"Thursday",23.25,"THEFT MISD. (UNDER $950)","2800","PARK ST",NA,37.855964,-122.283114,"weekday","2","S"
"996",2016-02-11,"Thursday",0.25,"VANDALISM","1600","SAN PABLO AVE",NA,37.875189,-122.294176,"weekday","3","W"
"997",2016-04-18,"Monday",19.3333333333333,"DISTURBANCE","1900","OXFORD ST",NA,37.873885,-122.266332,"weekday","1","E"
"998",2016-04-04,"Monday",15.75,"ROBBERY","1000","UNIVERSITY AVE",NA,37.868641,-122.29415,"weekday","4","W"
"999",2015-12-17,"Thursday",15.5,"THEFT FELONY (OVER $950)","1800","FOURTH ST",NA,37.869944,-122.300636,"weekday","5","W"
"1000",2016-02-02,"Tuesday",22,"VANDALISM","2100","UNIVERSITY AVE",NA,37.872294,-122.266852,"weekday","3","E"
"1001",2016-01-16,"Saturday",18,"VANDALISM","1300","ASHBY AVE",NA,37.85274,-122.283711,"weekend","3","S"
"1002",2016-03-04,"Friday",21,"THEFT MISD. (UNDER $950)","1900","SHATTUCK AVE",NA,37.873687,-122.268616,"weekday","2","E"
"1003",2016-04-22,"Friday",14,"VEHICLE STOLEN","1400","CATHERINE DR",NA,37.877112,-122.284362,"weekday","4","W"
"1004",2016-03-04,"Friday",10.75,"BURGLARY RESIDENTIAL","1900","PARKER ST",NA,37.861571,-122.271722,"weekday","4","S"
"1005",2016-04-13,"Wednesday",21,"BURGLARY AUTO","1300","TENTH ST",NA,37.879996,-122.296893,"weekday","3","W"
"1006",2016-02-14,"Sunday",0,"BURGLARY RESIDENTIAL","1600","WOOLSEY ST",NA,37.850899,-122.276174,"weekend","4","S"
"1007",2016-02-07,"Sunday",15.9166666666667,"IDENTITY THEFT","2300","COLLEGE AVE",NA,37.868957,-122.254552,"weekend","1","E"
"1008",2016-04-06,"Wednesday",17,"THEFT FROM AUTO","200","UNIVERSITY AVE",NA,37.865491,-122.310065,"weekday","4","W"
"1009",2016-02-27,"Saturday",0.866666666666667,"2ND RESPONSE","2300","CHANNING WAY",NA,37.866327,-122.263359,"weekend","1","E"
"1010",2016-04-13,"Wednesday",14.5,"ASSAULT/BATTERY MISD.","1500","SHATTUCK AVE",NA,37.880227,-122.26936,"weekday","4","N"
"1011",2016-01-23,"Saturday",13.3333333333333,"BURGLARY AUTO","2300","VIRGINIA ST",NA,37.877323,-122.264273,"weekend","3","E"
"1012",2016-04-09,"Saturday",5,"VANDALISM","1300","ASHBY AVE",NA,37.85274,-122.283711,"weekend","3","S"
"1013",2016-04-27,"Wednesday",1.81666666666667,"ALCOHOL OFFENSE",NA,"BANCROFT WAY","SHATTUCK AVE",37.867583,-122.267844,"weekday","1","E"
"1014",2016-02-15,"Monday",17.25,"DISTURBANCE",NA,"DWIGHT WAY","COLLEGE AVE",37.865711,-122.25389,"weekday","1","E"
"1015",2016-05-16,"Monday",22,"ROBBERY",NA,"SHATTUCK AVENUE","HEARST AVE",37.873865,-122.268641,"weekday","4","E"
"1016",2016-04-01,"Friday",3.75,"BURGLARY RESIDENTIAL","1800","SCENIC AVE",NA,37.876251,-122.262453,"weekday","4","E"
"1017",2016-02-17,"Wednesday",17.5833333333333,"THEFT MISD. (UNDER $950)","2100","SHATTUCK AVE",NA,37.871167,-122.268285,"weekday","2","E"
"1018",2016-03-03,"Thursday",11.75,"DISTURBANCE","1900","ALLSTON WAY",NA,37.868785,-122.272701,"weekday","1","S"
"1019",2016-05-08,"Sunday",16,"BURGLARY AUTO","200","MARINA BLVD",NA,37.868667,-122.313656,"weekend","3","W"
"1020",2016-05-08,"Sunday",20.6666666666667,"THEFT MISD. (UNDER $950)","1900","OXFORD ST",NA,37.873885,-122.266332,"weekend","2","E"
"1021",2015-12-14,"Monday",11,"FRAUD/FORGERY","2948","MARTIN LUTHER KING JR WAY",NA,37.854265,-122.271133,"weekday","1","S"
"1022",2016-02-08,"Monday",22.5,"BURGLARY AUTO","2100","BANCROFT WAY",NA,37.867601,-122.267718,"weekday","3","E"
"1023",2016-01-24,"Sunday",2,"ASSAULT/BATTERY MISD.","2400","DURANT AVE",NA,37.867513,-122.26127,"weekend","4","E"
"1024",2016-05-14,"Saturday",14,"VEHICLE STOLEN","2900","DOHR ST",NA,37.854612,-122.281178,"weekend","4","S"
"1025",2016-01-20,"Wednesday",14.6333333333333,"ROBBERY","1800","SIXTY-SECOND ST",NA,37.869594,-122.30292,"weekday","4","W"
"1026",2016-01-09,"Saturday",23.5,"ALCOHOL OFFENSE",NA,"DURANT AVENUE","TELEGRAPH AVE",37.867816,-122.258994,"weekend","1","E"
"1027",2016-03-26,"Saturday",3.5,"ALCOHOL OFFENSE",NA,"FAIRVIEW STREET","ADELINE ST",37.850676,-122.270799,"weekend","1","S"
"1028",2015-12-21,"Monday",21.9333333333333,"ALCOHOL OFFENSE","2500","TELEGRAPH AVE",NA,37.865002,-122.258751,"weekday","1","E"
"1029",2016-02-04,"Thursday",18,"VEHICLE STOLEN","2600","PARKER ST",NA,37.863443,-122.256304,"weekday","4","E"
"1030",2015-12-30,"Wednesday",10,"BURGLARY RESIDENTIAL","2300","SEVENTH ST",NA,37.862109,-122.294662,"weekday","4","W"
"1031",2016-02-13,"Saturday",19.25,"VANDALISM","2400","BYRON ST",NA,37.862994,-122.289129,"weekend","3","W"
"1032",2015-12-11,"Friday",17.5,"VEHICLE STOLEN",NA,"DWIGHT WAY","DANA ST",37.864826,-122.260719,"weekday","4","E"
"1033",2016-02-07,"Sunday",9,"DISTURBANCE",NA,"DELAWARE STREET","SACRAMENTO ST",37.873055,-122.282337,"weekend","1","W"
"1034",2016-03-28,"Monday",21,"DISTURBANCE","2400","WARRING ST",NA,37.867708,-122.250801,"weekday","1","E"
"1035",2016-03-18,"Friday",10,"THEFT MISD. (UNDER $950)","1700","CAPISTRANO AVE",NA,37.892642,-122.283135,"weekday","2","N"
"1036",2016-03-06,"Sunday",17,"VANDALISM","2900","CLAREMONT AVE",NA,37.858993,-122.244574,"weekend","3","E"
"1037",2016-03-18,"Friday",11.5,"THEFT MISD. (UNDER $950)","2300","SHATTUCK AVE",NA,37.867176,-122.267802,"weekday","2","E"
"1038",2016-01-25,"Monday",19,"BURGLARY RESIDENTIAL","2500","WEBSTER ST",NA,37.855659,-122.256395,"weekday","4","E"
"1039",2016-01-28,"Thursday",3,"THEFT FROM AUTO","1600","HOPKINS ST",NA,37.882016,-122.281271,"weekday","4","N"
"1040",2016-01-31,"Sunday",16.5,"NARCOTICS",NA,"ACTON STREET","BURNETT ST",37.854085,-122.28162,"weekend","2","S"
"1041",2016-01-21,"Thursday",23.65,"ROBBERY",NA,"BLAKE STREET","ELLSWORTH ST",37.863646,-122.262822,"weekday","4","E"
"1042",2015-12-12,"Saturday",23,"VEHICLE STOLEN","1700","VIRGINIA ST",NA,37.875426,-122.278057,"weekend","4","W"
"1043",2015-12-24,"Thursday",20,"THEFT MISD. (UNDER $950)","1400","UNIVERSITY AVE",NA,37.87015,-122.283507,"weekday","2","W"
"1044",2016-01-29,"Friday",12,"DISTURBANCE","2500","MILVIA ST",NA,37.863186,-122.269791,"weekday","1","S"
"1045",2015-12-14,"Monday",17,"THEFT MISD. (UNDER $950)","1100","AMADOR AVE",NA,37.887948,-122.272338,"weekday","2","N"
"1046",2015-12-19,"Saturday",19,"BURGLARY AUTO","2500","BANCROFT WAY",NA,37.868722,-122.259123,"weekend","3","E"
"1047",2015-12-24,"Thursday",18.6,"FRAUD/FORGERY","1500","JOSEPHINE ST",NA,37.879333,-122.274968,"weekday","1","N"
"1048",2016-02-18,"Thursday",0,"BURGLARY RESIDENTIAL","1300","PERALTA AVE",NA,37.880859,-122.287774,"weekday","4","W"
"1049",2016-03-03,"Thursday",18.3333333333333,"BURGLARY AUTO",NA,"SIXTH STREET","HARRISON ST",37.881142,-122.30191,"weekday","3","W"
"1050",2016-04-09,"Saturday",1.98333333333333,"ASSAULT/BATTERY FEL.","2400","DURANT AVE",NA,37.867513,-122.26127,"weekend","5","E"
"1051",2016-05-08,"Sunday",3,"VANDALISM","2200","CHANNING WAY",NA,37.866037,-122.265618,"weekend","3","E"
"1052",2016-02-21,"Sunday",19.6333333333333,"ROBBERY","2000","BANCROFT WAY",NA,37.867336,-122.269876,"weekend","4","S"
"1053",2016-03-24,"Thursday",1.96666666666667,"DISTURBANCE","1900","CENTER ST",NA,37.869685,-122.272804,"weekday","1","S"
"1054",2016-03-19,"Saturday",13.75,"THEFT MISD. (UNDER $950)",NA,"",NA,37.869058,-122.270455,"weekend","2","S"
"1055",2015-12-08,"Tuesday",7.5,"BURGLARY AUTO","1200","BLAKE ST",NA,37.860549,-122.286969,"weekday","3","W"
"1056",2016-02-26,"Friday",12,"FRAUD/FORGERY","1300","MCGEE AVE",NA,37.882038,-122.281136,"weekday","1","N"
"1057",2015-12-11,"Friday",20.5,"BURGLARY RESIDENTIAL","2300","PROSPECT ST",NA,37.869332,-122.25019,"weekday","4","E"
"1058",2016-05-05,"Thursday",15.9333333333333,"THEFT MISD. (UNDER $950)","2000","KITTREDGE ST",NA,37.868204,-122.270054,"weekday","2","S"
"1059",2016-04-11,"Monday",9,"DISTURBANCE",NA,"SOLANO AVENUE","THE ALAMEDA",37.891441,-122.277078,"weekday","1","N"
"1060",2016-04-12,"Tuesday",7.96666666666667,"BURGLARY RESIDENTIAL","1900","MILVIA ST",NA,37.873607,-122.270903,"weekday","4","N"
"1061",2016-03-29,"Tuesday",20.25,"ALCOHOL OFFENSE","800","HEINZ AVE",NA,37.853085,-122.293832,"weekday","1","W"
"1062",2016-05-19,"Thursday",17.55,"DISTURBANCE","2000","DWIGHT WAY",NA,37.863679,-122.26963,"weekday","1","S"
"1063",2016-01-15,"Friday",17.75,"DISTURBANCE","1200","SAN PABLO AVE",NA,37.882067,-122.296392,"weekday","1","W"
"1064",2016-03-25,"Friday",23.0833333333333,"THEFT FROM AUTO","2100","CHANNING WAY",NA,37.865826,-122.267244,"weekday","4","S"
"1065",2016-04-16,"Saturday",0.333333333333333,"ROBBERY","1800","UNIVERSITY AVE",NA,37.871246,-122.274991,"weekend","4","W"
"1066",2015-12-23,"Wednesday",0.0166666666666667,"VEHICLE STOLEN",NA,"ROSE STREET","SPRUCE ST",37.88248,-122.266137,"weekday","4","N"
"1067",2016-02-27,"Saturday",13,"VEHICLE STOLEN","1900","STUART ST",NA,37.857951,-122.271494,"weekend","4","S"
"1068",2016-04-28,"Thursday",6.08333333333333,"ROBBERY","2000","OREGON ST",NA,37.857409,-122.268473,"weekday","4","S"
"1069",2016-04-27,"Wednesday",7,"BURGLARY COMMERCIAL","1800","FOURTH ST",NA,37.869944,-122.300636,"weekday","2","W"
"1070",2015-12-09,"Wednesday",0.416666666666667,"2ND RESPONSE","2300","PIEDMONT AVE",NA,37.869839,-122.252365,"weekday","1","E"
"1071",2016-01-16,"Saturday",12.5,"ASSAULT/BATTERY FEL.","2700","ASHBY AVE",NA,37.85704,-122.25306,"weekend","5","E"
"1072",2016-02-28,"Sunday",14.5833333333333,"DISTURBANCE","1500","WOOLSEY ST",NA,37.85062,-122.278313,"weekend","1","S"
"1073",2016-04-04,"Monday",20.75,"BURGLARY AUTO","2700","MARIN AVE",NA,37.897661,-122.260679,"weekday","3","N"
"1074",2016-04-19,"Tuesday",11,"ASSAULT/BATTERY MISD.",NA,"KITTREDGE STREET","SHATTUCK AVE",37.868512,-122.26781,"weekday","4","E"
"1075",2016-03-01,"Tuesday",0,"THEFT MISD. (UNDER $950)","2500","REGENT ST",NA,37.865202,-122.257795,"weekday","2","E"
"1076",2016-02-03,"Wednesday",23.9666666666667,"THEFT FELONY (OVER $950)","1800","FOURTH ST",NA,37.869944,-122.300636,"weekday","5","W"
"1077",2016-05-19,"Thursday",17.5,"THEFT MISD. (UNDER $950)","1300","VIRGINIA ST",NA,37.874095,-122.288542,"weekday","2","W"
"1078",2016-05-26,"Thursday",5.5,"DISTURBANCE",NA,"SHATTUCK AVENUE","CENTER ST",37.870346,-122.267796,"weekday","1","E"
